4.4884999999999995e-06,1.029e-05,9.3264999999999996e-06,4.3815000000000003e-06,1.1455000000000001e-05,1.0009e-05,4.4799999999999995e-06,8.4955000000000002e-06,8.7585000000000009e-06,9.1815000000000001e-06,4.9404999999999995e-06,6.224e-06,9.287000000000001e-06,4.5105000000000003e-06,4.7545e-06,5.9685000000000005e-06,1.0859999999999999e-05,8.655000000000001e-06,1.2615e-05,1.4495000000000001e-05,1.2345e-05,1.0337500000000001e-05,6.5559999999999996e-06,3.647e-06
5.0479999999999998e-06,1.1915e-05,1.078e-05,5.023e-06,1.4105e-05,1.3065000000000001e-05,4.8629999999999999e-06,1.1365e-05,1.0568499999999999e-05,1.0634999999999999e-05,5.49e-06,7.0149999999999998e-06,1.1755e-05,4.4614999999999996e-06,5.3785000000000003e-06,5.9050000000000002e-06,1.3720000000000001e-05,1.0784999999999999e-05,1.6395000000000001e-05,1.6685e-05,1.4705000000000001e-05,1.2544999999999999e-05,7.3160000000000008e-06,3.4970000000000001e-06
5.9915000000000001e-06,1.4095e-05,1.4970000000000001e-05,5.6899999999999997e-06,1.8734999999999999e-05,1.6645000000000001e-05,5.3074999999999996e-06,1.4525000000000001e-05,1.2669999999999999e-05,1.3499999999999999e-05,6.015e-06,7.3930000000000002e-06,1.5824999999999998e-05,5.6485000000000002e-06,5.9065000000000001e-06,6.2089999999999993e-06,1.785e-05,1.3725e-05,2.1365e-05,2.154e-05,1.9810000000000002e-05,1.5019999999999998e-05,8.4090000000000003e-06,3.8689999999999997e-06
6.9584999999999995e-06,1.6765e-05,2.012e-05,6.156e-06,2.4845e-05,2.173e-05,6.1434999999999997e-06,1.9415e-05,1.4949999999999999e-05,1.6725e-05,6.8950000000000001e-06,8.4349999999999997e-06,2.0024999999999999e-05,5.9030000000000001e-06,6.8220000000000001e-06,6.9044999999999997e-06,2.353e-05,1.7915e-05,2.9119999999999999e-05,2.813e-05,2.546e-05,1.8179999999999999e-05,9.5469999999999985e-06,4.5730000000000001e-06
7.8065000000000006e-06,1.9644999999999999e-05,2.6635000000000002e-05,6.7235000000000001e-06,3.3160000000000001e-05,2.7805000000000002e-05,6.8580000000000002e-06,2.5450000000000002e-05,1.7465e-05,2.0254999999999998e-05,7.8665e-06,9.4620000000000002e-06,2.5060000000000001e-05,6.4539999999999995e-06,6.9624999999999998e-06,7.7164999999999997e-06,3.137e-05,2.3090000000000001e-05,4.0250000000000003e-05,3.748e-05,3.29e-05,2.1294999999999999e-05,1.04275e-05,5.2300000000000007e-06
8.4525000000000008e-06,2.2354999999999999e-05,3.3319999999999999e-05,7.4335000000000001e-06,4.3139999999999997e-05,3.4255000000000003e-05,7.4335000000000001e-06,3.2169999999999999e-05,1.9560000000000002e-05,2.368e-05,8.541e-06,9.7249999999999992e-06,3.0375e-05,7.1560000000000006e-06,7.4549999999999998e-06,8.3320000000000009e-06,4.0179999999999998e-05,2.8630000000000002e-05,5.5930000000000002e-05,4.9924999999999994e-05,4.1264999999999999e-05,2.4739999999999997e-05,1.188e-05,5.4890000000000003e-06
9.3670000000000003e-06,2.5364999999999999e-05,4.0439999999999999e-05,8.5554999999999997e-06,5.3510000000000001e-05,4.1245000000000002e-05,7.9980000000000003e-06,3.9189999999999996e-05,2.1645e-05,2.7149999999999999e-05,9.2905000000000002e-06,1.0485e-05,3.5864999999999996e-05,8.5414999999999995e-06,8.0819999999999999e-06,8.8340000000000005e-06,4.8785000000000001e-05,3.4935000000000003e-05,7.5585000000000002e-05,6.533e-05,4.9509999999999999e-05,2.8030000000000001e-05,1.328e-05,5.9509999999999994e-06
1.0330000000000001e-05,2.7505000000000002e-05,4.6615e-05,9.2394999999999985e-06,6.2989999999999992e-05,4.6980000000000001e-05,8.7479999999999999e-06,4.5359999999999999e-05,2.3195000000000001e-05,3.0049999999999999e-05,1.02215e-05,1.17e-05,4.0685000000000001e-05,8.9134999999999986e-06,8.5590000000000006e-06,9.9369999999999999e-06,5.6285000000000001e-05,4.0649999999999999e-05,9.6634999999999999e-05,8.0320000000000003e-05,5.6875e-05,3.0870000000000001e-05,1.4069999999999999e-05,5.8394999999999997e-06
1.0965000000000001e-05,3.012e-05,5.1780000000000002e-05,1.0078000000000001e-05,7.0395000000000006e-05,5.2194999999999997e-05,9.6095000000000001e-06,5.1629999999999999e-05,2.4660000000000001e-05,3.2339999999999999e-05,1.0975000000000001e-05,1.2345e-05,4.5405000000000003e-05,9.5589999999999994e-06,9.1140000000000012e-06,1.0395000000000001e-05,6.2299999999999996e-05,4.5809999999999997e-05,0.00011745000000000001,9.324999999999999e-05,6.2824999999999996e-05,3.3285000000000004e-05,1.5400000000000002e-05,6.5304999999999996e-06
1.148e-05,3.2854999999999996e-05,5.6075000000000001e-05,1.044e-05,7.75e-05,5.732e-05,1.0265000000000001e-05,5.7575000000000004e-05,2.6130000000000002e-05,3.5065000000000004e-05,1.1919999999999999e-05,1.2995e-05,5.0135e-05,1.0360000000000001e-05,9.8370000000000009e-06,1.092e-05,6.7885000000000005e-05,5.0385e-05,0.00013605,0.0001042,6.8604999999999998e-05,3.5845e-05,1.6795000000000001e-05,6.8555000000000007e-06
1.2145e-05,3.519e-05,6.0489999999999999e-05,1.1220000000000001e-05,8.3514999999999989e-05,6.2899999999999997e-05,1.0885e-05,6.3800000000000006e-05,2.775e-05,3.7039999999999998e-05,1.2965e-05,1.3735e-05,5.5044999999999999e-05,1.1105e-05,1.03355e-05,1.1785e-05,7.271e-05,5.5469999999999996e-05,0.00015119999999999999,0.00011395000000000001,7.3900000000000007e-05,3.8275000000000002e-05,1.8259999999999998e-05,7.5610000000000001e-06
1.294e-05,3.752e-05,6.5150000000000012e-05,1.2139999999999999e-05,8.8809999999999998e-05,6.7949999999999998e-05,1.1445e-05,7.0204999999999996e-05,2.906e-05,3.8730000000000004e-05,1.3555e-05,1.4445e-05,5.9620000000000002e-05,1.22e-05,1.0909999999999999e-05,1.2414999999999999e-05,7.6964999999999992e-05,6.1165000000000001e-05,0.00016445000000000001,0.00012234999999999999,7.8844999999999995e-05,4.0855000000000001e-05,1.9304999999999999e-05,8.0790000000000001e-06
1.3805000000000001e-05,4.0074999999999998e-05,6.8940000000000001e-05,1.2745000000000001e-05,9.3859999999999999e-05,7.3299999999999993e-05,1.2175000000000001e-05,7.7000000000000001e-05,3.027e-05,4.0095000000000002e-05,1.4715000000000001e-05,1.5339999999999999e-05,6.4104999999999997e-05,1.3009999999999999e-05,1.1459999999999999e-05,1.3215e-05,8.059500000000001e-05,6.6459999999999997e-05,0.00017644999999999998,0.00013000000000000002,8.3750000000000003e-05,4.3399999999999998e-05,2.0489999999999999e-05,8.4475e-06
1.468e-05,4.3069999999999999e-05,7.2929999999999995e-05,1.346e-05,9.9060000000000004e-05,7.9355000000000002e-05,1.2955e-05,8.4210000000000009e-05,3.1640000000000002e-05,4.1260000000000001e-05,1.5954999999999999e-05,1.6229999999999999e-05,6.8799999999999992e-05,1.3885e-05,1.1989999999999999e-05,1.3915000000000001e-05,8.3609999999999994e-05,7.2479999999999997e-05,0.00018835,0.00013785000000000002,8.8765000000000008e-05,4.6174999999999998e-05,2.1965000000000001e-05,8.7494999999999998e-06
1.5145e-05,4.5935e-05,7.7294999999999998e-05,1.435e-05,0.00010385,8.5265000000000004e-05,1.3575000000000001e-05,9.1879999999999994e-05,3.3095000000000001e-05,4.1885000000000003e-05,1.7275e-05,1.7144999999999999e-05,7.3385000000000003e-05,1.4959999999999999e-05,1.278e-05,1.4739999999999999e-05,8.6224999999999995e-05,7.949e-05,0.00019955,0.0001461,9.3985000000000002e-05,4.8755000000000003e-05,2.355e-05,9.1424999999999993e-06
1.5979999999999999e-05,4.8919999999999999e-05,8.1614999999999997e-05,1.4955e-05,0.00010845000000000001,9.1349999999999998e-05,1.4190000000000001e-05,9.98e-05,3.4560000000000001e-05,4.2465000000000001e-05,1.8544999999999999e-05,1.8215000000000001e-05,7.7940000000000003e-05,1.6210000000000002e-05,1.3355e-05,1.5545000000000001e-05,8.8230000000000001e-05,8.7479999999999996e-05,0.00021105000000000001,0.00015414999999999998,9.9370000000000006e-05,5.1560000000000001e-05,2.476e-05,9.5189999999999998e-06
1.6674999999999999e-05,5.2235000000000004e-05,8.5184999999999992e-05,1.592e-05,0.0001122,9.7994999999999999e-05,1.4854999999999999e-05,0.00010674999999999999,3.5889999999999997e-05,4.2680000000000005e-05,2.0259999999999999e-05,1.916e-05,8.1839999999999989e-05,1.7289999999999999e-05,1.3915e-05,1.6595e-05,8.9309999999999997e-05,9.5439999999999994e-05,0.00022285000000000002,0.00016175,0.00010404999999999999,5.4230000000000001e-05,2.637e-05,9.7115000000000001e-06
1.7369999999999998e-05,5.6035000000000001e-05,8.8479999999999993e-05,1.681e-05,0.00011605,0.00010575,1.5545000000000001e-05,0.00011275,3.7085000000000002e-05,4.2385000000000002e-05,2.1890000000000002e-05,1.9899999999999999e-05,8.5544999999999995e-05,1.9044999999999998e-05,1.448e-05,1.7520000000000002e-05,9.0345000000000003e-05,0.00010325,0.00023450000000000001,0.0001695,0.00010879999999999999,5.6790000000000003e-05,2.7495e-05,1.0185e-05
1.8045000000000001e-05,6.0195000000000002e-05,9.1915000000000003e-05,1.7879999999999998e-05,0.0001199,0.0001141,1.6294999999999999e-05,0.0001181,3.8294999999999998e-05,4.2265000000000003e-05,2.3980000000000001e-05,2.1109999999999999e-05,8.9049999999999996e-05,2.0660000000000002e-05,1.5095e-05,1.8769999999999998e-05,9.1209999999999989e-05,0.0001116,0.00024665000000000001,0.0001774,0.0001138,5.931e-05,2.8704999999999997e-05,1.079e-05
1.8865e-05,6.4935000000000001e-05,9.5105000000000005e-05,1.8564999999999999e-05,0.00012344999999999999,0.00012370000000000003,1.7235e-05,0.00012219999999999999,3.9485000000000006e-05,4.1900000000000002e-05,2.6649999999999997e-05,2.2010000000000001e-05,9.1960000000000007e-05,2.2804999999999999e-05,1.5509999999999999e-05,2.0060000000000001e-05,9.1984999999999994e-05,0.00012065000000000001,0.00025900000000000001,0.00018505,0.00011855000000000001,6.1459999999999998e-05,2.9770000000000001e-05,1.1200000000000001e-05
1.9519999999999999e-05,7.025e-05,9.815e-05,1.9749999999999999e-05,0.00012665000000000002,0.00013454999999999999,1.804e-05,0.00012530000000000001,4.0645000000000001e-05,4.1350000000000002e-05,2.9615e-05,2.2824999999999999e-05,9.4580000000000006e-05,2.5415e-05,1.6175e-05,2.1504999999999998e-05,9.2514999999999991e-05,0.00013065,0.0002719,0.0001929,0.00012324999999999999,6.3714999999999996e-05,3.0765000000000001e-05,1.1355000000000001e-05
2.0335000000000001e-05,7.6664999999999999e-05,0.000101,2.0755e-05,0.00012935,0.00014694999999999999,1.8769999999999998e-05,0.00012770000000000001,4.1405000000000001e-05,4.0590000000000003e-05,3.3564999999999995e-05,2.4065000000000001e-05,9.628499999999999e-05,2.8655000000000003e-05,1.6850000000000003e-05,2.3494999999999998e-05,9.2685000000000011e-05,0.00014175,0.00028489999999999999,0.0002009,0.0001282,6.6089999999999999e-05,3.2085000000000002e-05,1.1629999999999999e-05
2.1254999999999999e-05,8.3745000000000005e-05,0.00010365,2.181e-05,0.00013145,0.00016139999999999999,1.9699999999999998e-05,0.00012855000000000001,4.2335e-05,3.9424999999999996e-05,3.8504999999999998e-05,2.5539999999999999e-05,9.6484999999999995e-05,3.2890000000000005e-05,1.7039999999999999e-05,2.5585e-05,9.2239999999999998e-05,0.0001528,0.00029845000000000002,0.00020845,0.00013295000000000001,6.86e-05,3.3475000000000001e-05,1.2095e-05
2.1949999999999998e-05,9.1819999999999998e-05,0.00010615000000000001,2.3179999999999998e-05,0.00013359999999999999,0.0001752,2.0419999999999998e-05,0.00012825,4.3185000000000001e-05,3.8735000000000001e-05,4.4675000000000002e-05,2.6285e-05,9.6290000000000001e-05,3.7760000000000004e-05,1.7555e-05,2.8649999999999998e-05,9.1800000000000009e-05,0.00016285,0.00031165000000000001,0.00021660000000000001,0.00013815,7.0950000000000003e-05,3.4620000000000004e-05,1.2655e-05
2.2860000000000001e-05,0.0001004,0.00010850000000000001,2.4085000000000001e-05,0.00013555000000000002,0.00018895000000000001,2.1384999999999999e-05,0.00012645000000000001,4.4064999999999999e-05,3.8109999999999999e-05,5.1715000000000002e-05,2.7574999999999999e-05,9.4514999999999999e-05,4.3525000000000001e-05,1.8070000000000001e-05,3.2205000000000001e-05,9.0934999999999996e-05,0.0001717,0.00032455,0.00022475000000000001,0.00014285,7.2994999999999988e-05,3.5834999999999998e-05,1.3009999999999999e-05
2.3589999999999999e-05,0.00010899999999999999,0.00011080000000000001,2.5355e-05,0.00013689999999999999,0.0002031,2.2540000000000001e-05,0.00012349999999999999,4.4675000000000002e-05,3.7395000000000004e-05,6.0145000000000001e-05,2.8800000000000002e-05,9.1934999999999993e-05,5.0430000000000003e-05,1.8895000000000001e-05,3.6859999999999996e-05,8.9615000000000002e-05,0.00018015000000000001,0.00033834999999999996,0.00023260000000000002,0.00014799999999999999,7.5389999999999995e-05,3.7199999999999996e-05,1.3499999999999999e-05
2.4474999999999999e-05,0.0001175,0.00011275,2.6925000000000001e-05,0.00013760000000000001,0.00021645,2.3744999999999997e-05,0.00011899999999999999,4.5399999999999999e-05,3.6480000000000003e-05,7.023000000000001e-05,3.0329999999999999e-05,8.7960000000000005e-05,5.8579999999999998e-05,1.9365000000000002e-05,4.2934999999999995e-05,8.7534999999999995e-05,0.0001873,0.00035234999999999997,0.00024110000000000001,0.00015310000000000001,7.8024999999999999e-05,3.8465000000000005e-05,1.3870000000000001e-05
2.514e-05,0.00012595,0.00011439999999999999,2.8365e-05,0.00013804999999999999,0.00022949999999999999,2.4980000000000001e-05,0.00011344999999999999,4.6035000000000002e-05,3.5624999999999999e-05,8.1960000000000008e-05,3.2069999999999996e-05,8.3015000000000004e-05,6.8125000000000003e-05,2.0105000000000001e-05,5.0795000000000004e-05,8.5415000000000008e-05,0.00019364999999999999,0.00036664999999999999,0.0002497,0.0001585,8.0790000000000004e-05,3.9889999999999999e-05,1.4425e-05
2.6575000000000002e-05,0.00013414999999999998,0.00011495,3.0175000000000002e-05,0.000137,0.00024150000000000002,2.637e-05,0.00010695,4.6699999999999997e-05,3.4289999999999999e-05,9.6835000000000004e-05,3.3895e-05,7.6854999999999995e-05,7.9624999999999997e-05,2.0614999999999998e-05,6.2189999999999999e-05,8.3355000000000004e-05,0.00019775000000000001,0.00038045,0.00025819999999999999,0.00016385,8.3225000000000004e-05,4.1214999999999998e-05,1.4930000000000001e-05
2.7755000000000001e-05,0.0001416,0.00011564999999999999,3.2320000000000002e-05,0.00013625000000000001,0.00025244999999999998,2.8145000000000002e-05,0.00010065000000000001,4.7395000000000003e-05,3.3670000000000001e-05,0.00011444999999999999,3.6439999999999997e-05,7.0644999999999999e-05,9.3074999999999999e-05,2.1470000000000003e-05,7.6914999999999991e-05,8.1860000000000006e-05,0.00020029999999999999,0.00039415000000000001,0.00026705000000000001,0.00016919999999999999,8.5934999999999996e-05,4.2749999999999996e-05,1.5625e-05
2.8975e-05,0.00014865000000000001,0.00011645,3.5165e-05,0.00013555000000000002,0.0002631,3.082e-05,9.5470000000000006e-05,4.7754999999999999e-05,3.3025000000000003e-05,0.00013515000000000001,4.0120000000000002e-05,6.5370000000000006e-05,0.00010789999999999999,2.234e-05,9.6080000000000002e-05,8.1049999999999991e-05,0.0002018,0.00040875000000000004,0.00027654999999999997,0.00017479999999999999,8.8955000000000005e-05,4.4060000000000002e-05,1.6010000000000001e-05
3.0675e-05,0.00015505,0.00011679999999999999,3.9415000000000001e-05,0.00013535000000000001,0.00027310000000000002,3.4985000000000005e-05,9.0600000000000007e-05,4.8260000000000002e-05,3.2665e-05,0.00015975000000000001,4.6279999999999997e-05,6.0004999999999999e-05,0.00012415000000000001,2.3769999999999998e-05,0.0001203,8.0469999999999994e-05,0.00020219999999999998,0.00042339999999999999,0.00028590000000000001,0.00018065,9.221e-05,4.5609999999999999e-05,1.66e-05
